id,route,flight_class,days_to_departure,total_seats,booked_seats,remaining_seats,current_price,base_fare,booking_date,time_of_day,day_of_week,is_weekend,is_holiday_window,petrol_price,diesel_price,usd_to_pkr,competitor_min_price,competitor_avg_price,price_vs_competitor_ratio,competitor_data_is_real,demand_ratio
45145,KHI-PEW,Economy,15,180,91,89,13050.69,14966.173412276461,2026-07-01,1,3,0,0,335.8240184478963,381.86375616330736,269.61801282897477,,,,False,0.5055555555555555
45146,KHI-ISB,Economy,16,180,97,83,14756.33,14814.069359582543,2026-07-01,2,4,0,0,326.9810688644299,380.4905145281596,273.57272671893895,7432.0,29077.333333333332,0.5074856703961849,True,0.5388888888888889
45147,LHE-ISB,Economy,9,180,77,103,16824.84,15096.179715825576,2026-07-01,3,4,0,0,336.05182676623144,379.14798272280257,282.4334529444289,,,,False,0.42777777777777776
45148,LHE-ISB,Economy,34,180,110,70,16057.4,15096.179715825576,2026-07-01,4,1,0,0,334.6028397815659,390.52137508716646,282.1927694084572,,,,False,0.6111111111111112
45149,KHI-DXB,Business,4,180,148,32,79390.16,110639.33540295118,2026-07-01,5,6,1,0,333.6576267437065,382.7514681453986,274.0398808055803,,,,False,0.8222222222222222
45150,KHI-DXB,Business,67,180,139,41,72784.85,110639.33540295118,2026-07-01,6,6,1,1,334.6915105272098,379.1935080657865,282.5700006776939,,,,False,0.7722222222222223
45151,KHI-ISB,Economy,14,180,122,58,15052.93,14814.069359582543,2026-07-01,7,2,0,0,340.79980412872794,375.29031859222647,279.03769524481953,7432.0,29077.333333333332,0.5176860555759355,True,0.6777777777777778
45152,KHI-DXB,Economy,63,180,66,114,45400.96,44837.94581975072,2026-07-01,8,2,0,0,328.2252601091347,377.24849745721065,274.0291431457524,,,,False,0.36666666666666664
45153,LHE-ISB,Economy,84,180,106,74,18624.84,15096.179715825576,2026-07-01,9,2,0,0,341.2027554013034,376.0521916408289,271.13599868744745,,,,False,0.5888888888888889
45154,KHI-LHE,Economy,50,180,25,155,19643.32,14965.685953399905,2026-07-01,10,3,0,0,326.93897346419215,378.57437242886044,270.9338281244609,7485.0,8569.0,2.2923701715486056,True,0.1388888888888889
45155,KHI-ISB,Economy,13,180,98,82,20089.97,14814.069359582543,2026-07-01,11,1,0,0,344.1807706621399,392.97636879195727,280.9819744070726,7432.0,29077.333333333332,0.6909151458180485,True,0.5444444444444444
45156,KHI-DXB,Economy,7,180,85,95,55495.04,44837.94581975072,2026-07-01,12,2,0,0,339.5109927871904,373.68046949889276,276.1365444893224,,,,False,0.4722222222222222
45157,LHE-ISB,Economy,24,180,90,90,7847.19,15096.179715825576,2026-07-01,13,5,1,0,329.0107884911108,392.5159837077913,280.0842396292117,,,,False,0.5
45158,KHI-DXB,Economy,48,180,80,100,36865.68,44837.94581975072,2026-07-01,14,1,0,0,327.95141606737866,380.65244126385295,270.0526587997604,,,,False,0.4444444444444444
45159,KHI-ISB,Business,23,180,21,159,60863.84,42435.13461851475,2026-07-01,15,4,0,0,326.9405820744117,380.3270334041575,283.71128781500863,7432.0,29077.333333333332,2.09317131327953,True,0.11666666666666667
45160,LHE-ISB,Economy,26,180,134,46,8815.59,15096.179715825576,2026-07-01,16,0,0,0,326.4462300461481,386.58669731671546,280.04237565442554,,,,False,0.7444444444444445
45161,KHI-ISB,Economy,47,180,77,103,16917.1,14814.069359582543,2026-07-01,17,0,0,0,332.9532680599658,381.66537729843935,285.47045985112675,7432.0,29077.333333333332,0.5817968176815848,True,0.42777777777777776
45162,KHI-PEW,Business,20,180,23,157,54313.8,42737.64187978142,2026-07-01,18,1,0,0,336.21460306489325,377.7594168001296,271.4017185612459,,,,False,0.12777777777777777
45163,KHI-PEW,Economy,61,180,93,87,10077.42,14966.173412276461,2026-07-01,19,0,0,0,337.3798753308452,392.405090694103,278.21795605711094,,,,False,0.5166666666666667
45164,KHI-DXB,Economy,63,180,162,18,35281.84,44837.94581975072,2026-07-01,20,2,0,0,339.94128467005237,389.25315177603346,287.15099576856556,,,,False,0.9
45165,KHI-DXB,Economy,38,180,98,82,51641.5,44837.94581975072,2026-07-01,21,5,1,0,338.20195131629856,382.41462878933885,282.9152182865665,,,,False,0.5444444444444444
45166,KHI-DXB,Economy,5,180,108,72,42483.12,44837.94581975072,2026-07-01,22,0,0,0,327.54480205324717,393.3554195472447,283.3725438664474,,,,False,0.6
45167,KHI-LHE,Economy,17,180,138,42,8237.2,14965.685953399905,2026-07-01,23,5,1,0,326.8932247930185,384.6151981031906,276.9893162494212,7485.0,8569.0,0.9612790290582333,True,0.7666666666666667
45168,KHI-ISB,Economy,29,180,68,112,15191.88,14814.069359582543,2026-07-01,0,3,0,0,334.6833275939118,387.72299398186254,275.1498519272485,7432.0,29077.333333333332,0.5224646918561996,True,0.37777777777777777
45169,KHI-ISB,Economy,13,180,159,21,8595.35,14814.069359582543,2026-07-01,1,1,0,0,336.378532932835,393.31519190721286,272.80459348983175,7432.0,29077.333333333332,0.2956031043653705,True,0.8833333333333333
45170,LHE-ISB,Economy,16,180,156,24,9435.95,15096.179715825576,2026-07-01,2,4,0,0,333.3493204044318,387.7363347442654,275.29804375200604,,,,False,0.8666666666666667
45171,LHE-ISB,Economy,52,180,103,77,9367.18,15096.179715825576,2026-07-01,3,5,1,0,334.57664723121957,392.43999255368766,284.93282289465947,,,,False,0.5722222222222222
45172,KHI-PEW,Economy,50,180,89,91,10116.54,14966.173412276461,2026-07-01,4,3,0,0,331.6412271850209,381.64267472309484,269.34209867130375,,,,False,0.49444444444444446
45173,KHI-PEW,Economy,46,180,90,90,12867.29,14966.173412276461,2026-07-01,5,6,1,1,337.0073241823299,392.6037463698849,269.8715686723268,,,,False,0.5
45174,KHI-PEW,Economy,19,180,99,81,12085.97,14966.173412276461,2026-07-01,6,0,0,0,342.59387852955473,382.50127376273025,270.5031564320065,,,,False,0.55
45175,KHI-PEW,Economy,9,180,101,79,9897.62,14966.173412276461,2026-07-01,7,4,0,0,335.4322666481609,384.1040514841951,282.0654607301295,,,,False,0.5611111111111111
45176,KHI-PEW,Economy,56,180,79,101,17118.3,14966.173412276461,2026-07-01,8,2,0,1,338.01642240474376,375.7344455864263,270.22590644175693,,,,False,0.4388888888888889
45177,KHI-DXB,Economy,46,180,43,137,45861.3,44837.94581975072,2026-07-01,9,6,1,1,329.4659346043407,389.211420671304,284.2778144699071,,,,False,0.2388888888888889
45178,LHE-ISB,Economy,14,180,66,114,20343.32,15096.179715825576,2026-07-01,10,2,0,0,329.20132569144715,379.8636507610614,285.4244392165426,,,,False,0.36666666666666664
45179,KHI-LHE,Economy,16,180,163,17,9135.22,14965.685953399905,2026-07-01,11,4,0,0,341.8248207856122,386.53281953552977,271.59538968359436,7485.0,8569.0,1.0660777220212392,True,0.9055555555555556
45180,KHI-LHE,Economy,66,180,101,79,9221.6,14965.685953399905,2026-07-01,12,5,1,1,339.5837709089333,380.4971924674904,273.02579423664315,7485.0,8569.0,1.076158244836037,True,0.5611111111111111
45181,LHE-ISB,Business,19,180,56,124,55406.67,42494.91089800444,2026-07-01,13,0,0,0,343.13277166596805,385.67366536816377,284.34069829658426,,,,False,0.3111111111111111
45182,LHE-ISB,Business,25,180,106,74,48888.36,42494.91089800444,2026-07-01,14,6,1,0,336.55843078709466,377.6280143196677,274.8342827768083,,,,False,0.5888888888888889
45183,LHE-ISB,Economy,28,180,94,86,17854.5,15096.179715825576,2026-07-01,15,2,0,0,325.72337020740986,378.5340974546462,273.29521748088763,,,,False,0.5222222222222223
45184,KHI-LHE,Economy,22,180,61,119,19907.58,14965.685953399905,2026-07-01,16,3,0,0,343.121026835009,382.89267481311026,282.8247892817851,7485.0,8569.0,2.3232092426187423,True,0.3388888888888889
45185,LHE-ISB,Business,43,180,64,116,44580.01,42494.91089800444,2026-07-01,17,3,0,1,343.64153915350727,376.19539954640106,278.10928441098275,,,,False,0.35555555555555557
45186,KHI-PEW,Economy,38,180,123,57,11342.08,14966.173412276461,2026-07-01,18,5,1,0,342.989487473822,375.8110021942253,271.74707355929297,,,,False,0.6833333333333333
45187,KHI-LHE,Business,42,180,121,59,27764.33,42157.36867324561,2026-07-01,19,2,0,1,337.8693738813338,381.334279500277,268.425634990104,7485.0,8569.0,3.240089858793325,True,0.6722222222222223
45188,KHI-LHE,Economy,25,180,38,142,19042.82,14965.685953399905,2026-07-01,20,6,1,0,342.6556661130303,375.1014927594003,268.0104089980221,7485.0,8569.0,2.2222919827284398,True,0.2111111111111111
45189,LHE-ISB,Business,2,180,142,38,37858.14,42494.91089800444,2026-07-01,21,4,0,0,341.53798485776326,380.50930191404365,281.0774548838743,,,,False,0.7888888888888889
45190,LHE-ISB,Economy,8,180,74,106,16438.71,15096.179715825576,2026-07-01,22,3,0,0,345.07180738284,387.49634787121465,269.15058964906,,,,False,0.4111111111111111
45191,KHI-LHE,Economy,60,180,52,128,17816.78,14965.685953399905,2026-07-01,23,6,1,0,335.36832773392496,388.2711540584009,275.6560108697023,7485.0,8569.0,2.079213443809079,True,0.28888888888888886
45192,KHI-PEW,Business,41,180,96,84,39589.34,42737.64187978142,2026-07-01,0,1,0,0,342.4596910998194,391.55537301572804,278.3710245866722,,,,False,0.5333333333333333
45193,LHE-ISB,Economy,52,180,114,66,12413.02,15096.179715825576,2026-07-01,1,5,1,0,336.8580504365183,377.04677244579597,272.5136925114535,,,,False,0.6333333333333333
45194,KHI-ISB,Business,7,180,124,56,27405.56,42435.13461851475,2026-07-01,2,2,0,0,326.7429475665839,387.8337760715566,277.8319486390846,7432.0,29077.333333333332,0.9425059611151871,True,0.6888888888888889
45195,KHI-DXB,Economy,11,180,126,54,41623.96,44837.94581975072,2026-07-01,3,6,1,0,328.1421730280972,375.62200305074316,281.834166776447,,,,False,0.7
45196,KHI-DXB,Business,54,180,89,91,77322.28,110639.33540295118,2026-07-01,4,0,0,1,335.7518551568516,380.1860426906548,285.3437100167695,,,,False,0.49444444444444446
45197,KHI-ISB,Economy,2,180,64,116,17805.77,14814.069359582543,2026-07-01,5,4,0,0,335.15298518517716,392.52183808123414,280.4605611077873,7432.0,29077.333333333332,0.6123591113352899,True,0.35555555555555557
45198,LHE-ISB,Economy,46,180,134,46,10330.79,15096.179715825576,2026-07-01,6,6,1,1,334.6944070479071,387.5268536352907,274.25521151124343,,,,False,0.7444444444444445
45199,KHI-DXB,Economy,5,180,71,109,43381.39,44837.94581975072,2026-07-01,7,0,0,0,328.5001389278957,384.8718558474868,280.69813537131216,,,,False,0.39444444444444443
45200,KHI-PEW,Business,9,180,117,63,29394.15,42737.64187978142,2026-07-01,8,4,0,0,333.2422684148362,377.38243378447663,272.10043424923737,,,,False,0.65
45201,KHI-DXB,Economy,32,180,93,87,54873.66,44837.94581975072,2026-07-01,9,6,1,0,328.937534620574,383.0120783939322,284.5457052756619,,,,False,0.5166666666666667
45202,KHI-ISB,Economy,22,180,61,119,13795.28,14814.069359582543,2026-07-01,10,3,0,0,326.14530728379737,375.3225028800292,278.521433451605,7432.0,29077.333333333332,0.47443415260454885,True,0.3388888888888889
45203,LHE-ISB,Economy,35,180,87,93,12762.6,15096.179715825576,2026-07-01,11,2,0,0,326.0783348164714,390.61337024037704,277.48540948391235,,,,False,0.48333333333333334
45204,LHE-ISB,Economy,7,180,106,74,18187.64,15096.179715825576,2026-07-01,12,2,0,0,344.5960678770822,379.7533786850055,274.12561449597894,,,,False,0.5888888888888889
45205,KHI-LHE,Business,51,180,45,135,56570.79,42157.36867324561,2026-07-01,13,4,0,0,330.95633016695876,391.64692000323953,286.4062654896055,7485.0,8569.0,6.601796008869179,True,0.25
45206,KHI-LHE,Economy,77,180,126,54,14334.35,14965.685953399905,2026-07-01,14,2,0,0,340.21085046181895,376.17817308575326,275.25852759200643,7485.0,8569.0,1.6728147975259657,True,0.7
45207,KHI-LHE,Economy,14,180,89,91,20018.14,14965.685953399905,2026-07-01,15,2,0,0,333.2081991182423,388.3471586723713,268.6352110234628,7485.0,8569.0,2.3361115649434008,True,0.49444444444444446
45208,KHI-ISB,Business,5,180,97,83,58315.65,42435.13461851475,2026-07-01,16,0,0,0,325.7995971597699,379.9469439218571,273.12040657341254,7432.0,29077.333333333332,2.0055363857300073,True,0.5388888888888889
45209,LHE-ISB,Economy,46,180,157,23,10121.11,15096.179715825576,2026-07-01,17,6,1,1,326.51691631430026,387.62224833802657,278.7383533267191,,,,False,0.8722222222222222
45210,KHI-ISB,Economy,20,180,64,116,17083.25,14814.069359582543,2026-07-01,18,1,0,0,343.1852116324329,376.15515836272635,275.31850962171205,7432.0,29077.333333333332,0.5875108904988995,True,0.35555555555555557
45211,KHI-PEW,Business,12,180,99,81,54003.14,42737.64187978142,2026-07-01,19,0,0,0,329.83506588750697,376.63699664928316,271.8274789895498,,,,False,0.55
45212,KHI-DXB,Economy,31,180,59,121,48526.66,44837.94581975072,2026-07-01,20,5,1,0,327.3165034453651,377.4795825415153,275.9485022160559,,,,False,0.3277777777777778
45213,KHI-DXB,Economy,24,180,102,78,42849.54,44837.94581975072,2026-07-01,21,5,1,0,328.6805505780183,375.4477800745852,287.5667994282215,,,,False,0.5666666666666667
45214,KHI-LHE,Economy,13,180,61,119,16331.02,14965.685953399905,2026-07-01,22,1,0,0,343.61329960180217,389.98420750490106,272.7937694291036,7485.0,8569.0,1.9058256506010036,True,0.3388888888888889
45215,KHI-LHE,Economy,18,180,87,93,17467.23,14965.685953399905,2026-07-01,23,6,1,0,340.0439398605278,373.7006595477245,284.52613183612345,7485.0,8569.0,2.0384210526315787,True,0.48333333333333334
45216,KHI-DXB,Business,35,180,112,68,71277.46,110639.33540295118,2026-07-01,0,2,0,0,327.80804709515235,392.94388449024353,284.29538037274494,,,,False,0.6222222222222222
45217,KHI-ISB,Business,23,180,111,69,35465.48,42435.13461851475,2026-07-01,1,4,0,0,344.10520419735997,384.0474860691575,284.84996582514424,7432.0,29077.333333333332,1.2196950660308146,True,0.6166666666666667
45218,KHI-ISB,Economy,30,180,48,132,15614.87,14814.069359582543,2026-07-01,2,4,0,0,344.96288010631196,392.98473812033495,286.90753106791755,7432.0,29077.333333333332,0.5370117617388115,True,0.26666666666666666
45219,KHI-PEW,Economy,61,180,133,47,10317.57,14966.173412276461,2026-07-01,3,0,0,0,331.0075403505343,392.99419026732585,268.50836601599934,,,,False,0.7388888888888889
45220,KHI-DXB,Business,56,180,74,106,145561.87,110639.33540295118,2026-07-01,4,2,0,1,344.28285356999305,382.63968374500985,275.94103200179666,,,,False,0.4111111111111111
45221,KHI-PEW,Business,13,180,116,64,33842.48,42737.64187978142,2026-07-01,5,1,0,0,343.7865073361289,388.9950814174017,281.79796778847697,,,,False,0.6444444444444445
45222,LHE-ISB,Economy,73,180,48,132,21059.4,15096.179715825576,2026-07-01,6,5,1,0,341.5017452971874,374.0385691715322,271.52054992168564,,,,False,0.26666666666666666
45223,KHI-PEW,Economy,33,180,105,75,13977.68,14966.173412276461,2026-07-01,7,0,0,0,342.7500188916721,380.62480588314133,269.1732058712661,,,,False,0.5833333333333334
45224,KHI-PEW,Economy,28,180,87,93,9396.04,14966.173412276461,2026-07-01,8,2,0,0,333.4018480441573,385.0690157170518,283.15862789187423,,,,False,0.48333333333333334
45225,KHI-LHE,Economy,33,180,57,123,13450.62,14965.685953399905,2026-07-01,9,0,0,0,334.44547096519534,390.2229452394818,272.42830650815193,7485.0,8569.0,1.5696837437273896,True,0.31666666666666665
45226,KHI-DXB,Economy,48,180,20,160,53958.4,44837.94581975072,2026-07-01,10,1,0,0,327.3976862415579,374.473167988558,272.66116779336215,,,,False,0.1111111111111111
45227,LHE-ISB,Business,41,180,130,50,26929.83,42494.91089800444,2026-07-01,11,1,0,0,336.7269095472827,374.485653418659,274.17090717989475,,,,False,0.7222222222222222
45228,KHI-ISB,Business,15,180,126,54,35651.15,42435.13461851475,2026-07-01,12,3,0,0,337.7334697321133,381.3986638293426,287.5701499747124,7432.0,29077.333333333332,1.2260804521276596,True,0.7
45229,KHI-PEW,Economy,17,180,38,142,21323.15,14966.173412276461,2026-07-01,13,5,1,0,334.81666746927283,384.4012240821592,271.27992135721234,,,,False,0.2111111111111111
45230,LHE-ISB,Economy,39,180,68,112,14916.22,15096.179715825576,2026-07-01,14,6,1,0,340.5817282372277,375.57853590945683,276.6135294197056,,,,False,0.37777777777777777
45231,KHI-DXB,Economy,31,180,146,34,40551.85,44837.94581975072,2026-07-01,15,5,1,0,334.93256914206006,388.6701158168333,279.4352414093582,,,,False,0.8111111111111111
45232,KHI-ISB,Business,18,180,107,73,26784.91,42435.13461851475,2026-07-01,16,6,1,0,327.0443258000872,380.1367326521546,271.83735103505023,7432.0,29077.333333333332,0.9211611564563463,True,0.5944444444444444
45233,KHI-LHE,Economy,38,180,51,129,15163.38,14965.685953399905,2026-07-01,17,5,1,0,326.2423179459912,391.05555576064415,281.38657391372607,7485.0,8569.0,1.769562376006535,True,0.2833333333333333
45234,KHI-PEW,Economy,32,180,102,78,9829.49,14966.173412276461,2026-07-01,18,6,1,0,332.4962066959037,390.47011742050677,276.34108536315887,,,,False,0.5666666666666667
45235,LHE-ISB,Business,50,180,134,46,31736.25,42494.91089800444,2026-07-01,19,3,0,0,325.8203551733099,375.0090307484752,276.5417301643859,,,,False,0.7444444444444445
45236,KHI-LHE,Economy,53,180,101,79,19026.83,14965.685953399905,2026-07-01,20,6,1,1,327.91780780850115,373.5876128520955,270.95952189133067,7485.0,8569.0,2.220425954020306,True,0.5611111111111111
45237,KHI-ISB,Economy,11,180,106,74,14888.26,14814.069359582543,2026-07-01,21,6,1,0,340.2490371724729,379.75818867181243,285.2605665964184,7432.0,29077.333333333332,0.512022881511372,True,0.5888888888888889
45238,KHI-PEW,Economy,60,180,39,141,21875.88,14966.173412276461,2026-07-01,22,6,1,0,343.10968446366263,391.0876799504371,286.66073542435345,,,,False,0.21666666666666667
45239,LHE-ISB,Economy,70,180,117,63,13849.97,15096.179715825576,2026-07-01,23,2,0,0,333.7232536452942,379.34299300083234,277.8771370049401,,,,False,0.65
45240,LHE-ISB,Business,30,180,88,92,54111.6,42494.91089800444,2026-07-01,0,4,0,0,332.96121073583623,391.0374953090868,273.1988733102221,,,,False,0.4888888888888889
45241,KHI-ISB,Economy,44,180,80,100,15552.75,14814.069359582543,2026-07-01,1,4,0,1,339.5738367994114,376.4151705717591,268.37292248532594,7432.0,29077.333333333332,0.5348753897652238,True,0.4444444444444444
45242,KHI-LHE,Business,65,180,84,96,53480.65,42157.36867324561,2026-07-01,2,4,0,1,342.4956148567246,382.8841216329804,268.7166457079712,7485.0,8569.0,6.24117750029175,True,0.4666666666666667
45243,KHI-DXB,Business,11,180,117,63,107465.58,110639.33540295118,2026-07-01,3,6,1,0,335.8967460129382,376.82631121767355,274.1973037371591,,,,False,0.65
45244,KHI-ISB,Economy,12,180,24,156,20539.99,14814.069359582543,2026-07-01,4,0,0,0,343.0975435817404,375.80373750388577,268.9464340467887,7432.0,29077.333333333332,0.7063918057593545,True,0.13333333333333333
45245,KHI-PEW,Economy,7,180,74,106,17791.88,14966.173412276461,2026-07-01,5,2,0,0,328.6233356852045,376.854855257236,271.7810427938353,,,,False,0.4111111111111111
45246,KHI-DXB,Business,68,180,44,136,119348.82,110639.33540295118,2026-07-01,6,0,0,1,335.314004438657,376.66974329114356,271.925097175758,,,,False,0.24444444444444444
45247,LHE-ISB,Economy,59,180,149,31,11724.65,15096.179715825576,2026-07-01,7,5,1,0,341.0906308022212,393.1532561619278,283.05280058807375,,,,False,0.8277777777777777
45248,KHI-PEW,Economy,68,180,122,58,15574.68,14966.173412276461,2026-07-01,8,0,0,1,329.35068423236913,381.20334097019486,278.9553908965087,,,,False,0.6777777777777778
45249,KHI-DXB,Business,17,180,95,85,99624.7,110639.33540295118,2026-07-01,9,5,1,0,342.57350839116543,379.849858829905,268.4865900685019,,,,False,0.5277777777777778
45250,KHI-ISB,Business,20,180,124,56,44487.48,42435.13461851475,2026-07-01,10,1,0,0,341.63014956471346,377.08134266230746,283.73251751994826,7432.0,29077.333333333332,1.529971111518709,True,0.6888888888888889
45251,KHI-PEW,Economy,32,180,127,53,13118.98,14966.173412276461,2026-07-01,11,6,1,0,333.77487902391937,373.8101566114338,269.75673661510825,,,,False,0.7055555555555556
45252,KHI-PEW,Economy,61,180,63,117,12950.77,14966.173412276461,2026-07-01,12,0,0,0,342.0969821624575,379.71505712498083,286.7367354348446,,,,False,0.35
45253,KHI-PEW,Business,32,180,77,103,59849.91,42737.64187978142,2026-07-01,13,6,1,0,336.5422650346969,386.65129657901593,285.9954091939777,,,,False,0.42777777777777776
