route,origin,destination,days_to_departure,flight_class,price_pkr,total_seats,booked_seats,remaining_seats
LHE-ISB,Lahore,Islamabad,38,Business,43946.3,180,101,79
KHI-DXB,Karachi,Dubai,45,Business,109390.23,180,48,132
KHI-ISB,Karachi,Islamabad,6,Business,42689.94,180,69,111
KHI-DXB,Karachi,Dubai,41,Business,126132.88,180,58,122
KHI-ISB,Karachi,Islamabad,11,Business,47780.63,180,71,109
LHE-ISB,Lahore,Islamabad,64,Business,48453.9,180,81,99
KHI-DXB,Karachi,Dubai,24,Business,127193.1,180,49,131
KHI-ISB,Karachi,Islamabad,15,Business,50042.31,180,66,114
KHI-ISB,Karachi,Islamabad,29,Business,48222.73,180,39,141
KHI-ISB,Karachi,Islamabad,13,Business,49860.98,180,95,85
KHI-DXB,Karachi,Dubai,8,Business,125387.95,180,97,83
LHE-ISB,Lahore,Islamabad,40,Business,50331.92,180,56,124
KHI-PEW,Karachi,Peshawar,5,Business,50641.06,180,81,99
KHI-ISB,Karachi,Islamabad,59,Business,51470.45,180,40,140
KHI-LHE,Karachi,Lahore,15,Business,52784.2,180,93,87
KHI-ISB,Karachi,Islamabad,60,Business,51761.8,180,64,116
LHE-ISB,Lahore,Islamabad,56,Business,52614.37,180,68,112
KHI-PEW,Karachi,Peshawar,5,Business,52290.92,180,102,78
KHI-ISB,Karachi,Islamabad,6,Business,60084.79,180,81,99
KHI-LHE,Karachi,Lahore,38,Business,56865.75,180,20,160
KHI-ISB,Karachi,Islamabad,51,Business,24979.58,180,174,6
KHI-LHE,Karachi,Lahore,6,Business,26310.2,180,152,28
KHI-ISB,Karachi,Islamabad,50,Business,25379.07,180,103,77
KHI-LHE,Karachi,Lahore,38,Business,24789.96,180,121,59
LHE-ISB,Lahore,Islamabad,25,Business,24836.87,180,169,11
KHI-LHE,Karachi,Lahore,71,Business,26794.56,180,138,42
KHI-DXB,Karachi,Dubai,17,Business,74299.78,180,173,7
KHI-LHE,Karachi,Lahore,19,Business,26523.56,180,138,42
LHE-ISB,Lahore,Islamabad,17,Business,25067.56,180,93,87
KHI-DXB,Karachi,Dubai,37,Business,72575.01,180,170,10
LHE-ISB,Lahore,Islamabad,15,Business,26821.84,180,128,52
LHE-ISB,Lahore,Islamabad,76,Business,26270.61,180,137,43
KHI-ISB,Karachi,Islamabad,73,Business,26497.05,180,173,7
KHI-ISB,Karachi,Islamabad,35,Business,26267.69,180,121,59
LHE-ISB,Lahore,Islamabad,68,Business,26762.9,180,137,43
KHI-LHE,Karachi,Lahore,82,Business,28406.46,180,162,18
KHI-LHE,Karachi,Lahore,36,Business,27674.82,180,149,31
LHE-ISB,Lahore,Islamabad,81,Business,28860.33,180,86,94
KHI-DXB,Karachi,Dubai,11,Business,77714.79,180,121,59
KHI-DXB,Karachi,Dubai,41,Business,76108.07,180,153,27
KHI-ISB,Karachi,Islamabad,40,Business,28251.14,180,165,15
KHI-ISB,Karachi,Islamabad,10,Business,29128.45,180,134,46
KHI-DXB,Karachi,Dubai,16,Business,77962.81,180,164,16
KHI-DXB,Karachi,Dubai,4,Business,80163.64,180,93,87
KHI-ISB,Karachi,Islamabad,44,Business,27709.88,180,92,88
KHI-DXB,Karachi,Dubai,68,Business,78062.93,180,154,26
KHI-PEW,Karachi,Peshawar,34,Business,28541.39,180,164,16
KHI-DXB,Karachi,Dubai,50,Business,79545.12,180,134,46
KHI-LHE,Karachi,Lahore,37,Business,28968.59,180,104,76
KHI-ISB,Karachi,Islamabad,16,Business,30598.5,180,151,29
KHI-ISB,Karachi,Islamabad,58,Business,31388.58,180,85,95
KHI-ISB,Karachi,Islamabad,14,Business,30740.91,180,160,20
KHI-LHE,Karachi,Lahore,27,Business,29175.79,180,94,86
KHI-DXB,Karachi,Dubai,4,Business,79321.49,180,109,71
KHI-DXB,Karachi,Dubai,39,Business,85459.16,180,95,85
LHE-ISB,Lahore,Islamabad,39,Business,30485.07,180,89,91
KHI-ISB,Karachi,Islamabad,64,Business,30201.42,180,76,104
LHE-ISB,Lahore,Islamabad,8,Business,31865.18,180,120,60
KHI-DXB,Karachi,Dubai,46,Business,85897.1,180,101,79
LHE-ISB,Lahore,Islamabad,32,Business,30671.9,180,91,89
KHI-DXB,Karachi,Dubai,50,Business,81206.76,180,97,83
KHI-DXB,Karachi,Dubai,22,Business,80978.83,180,142,38
KHI-LHE,Karachi,Lahore,86,Business,30481.7,180,145,35
KHI-LHE,Karachi,Lahore,29,Business,31098.09,180,108,72
KHI-DXB,Karachi,Dubai,12,Business,83546.74,180,119,61
LHE-ISB,Lahore,Islamabad,50,Business,31870.08,180,128,52
KHI-ISB,Karachi,Islamabad,47,Business,30526.37,180,91,89
KHI-LHE,Karachi,Lahore,28,Business,30041.39,180,106,74
KHI-DXB,Karachi,Dubai,57,Business,83402.03,180,78,102
KHI-DXB,Karachi,Dubai,20,Business,82537.3,180,109,71
LHE-ISB,Lahore,Islamabad,51,Business,30332.3,180,144,36
LHE-ISB,Lahore,Islamabad,9,Business,30602.65,180,160,20
LHE-ISB,Lahore,Islamabad,43,Business,31904.87,180,135,45
LHE-ISB,Lahore,Islamabad,23,Business,31188.75,180,118,62
LHE-ISB,Lahore,Islamabad,41,Business,30341.65,180,92,88
KHI-ISB,Karachi,Islamabad,6,Business,32246.28,180,112,68
KHI-ISB,Karachi,Islamabad,60,Business,32115.51,180,114,66
KHI-PEW,Karachi,Peshawar,67,Business,34487.16,180,82,98
KHI-ISB,Karachi,Islamabad,63,Business,31871.48,180,132,48
KHI-PEW,Karachi,Peshawar,21,Business,32749.37,180,144,36
LHE-ISB,Lahore,Islamabad,49,Business,33865.22,180,134,46
KHI-PEW,Karachi,Peshawar,41,Business,35309.59,180,130,50
KHI-LHE,Karachi,Lahore,16,Business,36733.26,180,80,100
LHE-ISB,Lahore,Islamabad,27,Business,36535.53,180,122,58
KHI-ISB,Karachi,Islamabad,67,Business,39609.62,180,89,91
KHI-PEW,Karachi,Peshawar,17,Business,38255.11,180,138,42
KHI-PEW,Karachi,Peshawar,13,Business,39365.69,180,111,69
KHI-DXB,Karachi,Dubai,57,Business,98431.86,180,118,62
KHI-DXB,Karachi,Dubai,8,Business,98408.39,180,89,91
KHI-ISB,Karachi,Islamabad,7,Business,37837.04,180,109,71
KHI-LHE,Karachi,Lahore,38,Business,39189.71,180,80,100
KHI-LHE,Karachi,Lahore,21,Business,42267.09,180,131,49
KHI-ISB,Karachi,Islamabad,52,Business,40786.91,180,104,76
KHI-PEW,Karachi,Peshawar,14,Business,42561.75,180,110,70
KHI-PEW,Karachi,Peshawar,12,Business,40988.82,180,111,69
LHE-ISB,Lahore,Islamabad,45,Business,42185.36,180,103,77
LHE-ISB,Lahore,Islamabad,18,Business,42724.56,180,92,88
LHE-ISB,Lahore,Islamabad,15,Business,44054.69,180,66,114
KHI-LHE,Karachi,Lahore,3,Business,42574.25,180,111,69
KHI-DXB,Karachi,Dubai,1,Business,106579.68,180,56,124
KHI-PEW,Karachi,Peshawar,75,Business,42118.05,180,101,79
LHE-ISB,Lahore,Islamabad,18,Business,41894.2,180,97,83
LHE-ISB,Lahore,Islamabad,82,Business,41709.68,180,76,104
LHE-ISB,Lahore,Islamabad,42,Business,42421.3,180,80,100
KHI-LHE,Karachi,Lahore,56,Business,42050.62,180,113,67
KHI-PEW,Karachi,Peshawar,44,Business,42588.71,180,83,97
LHE-ISB,Lahore,Islamabad,41,Business,41700.8,180,114,66
KHI-PEW,Karachi,Peshawar,26,Business,40975.56,180,59,121
KHI-LHE,Karachi,Lahore,36,Business,43630.44,180,95,85
KHI-DXB,Karachi,Dubai,87,Business,112589.24,180,62,118
KHI-PEW,Karachi,Peshawar,78,Business,41246.17,180,52,128
KHI-ISB,Karachi,Islamabad,49,Business,42208.64,180,80,100
KHI-LHE,Karachi,Lahore,69,Business,44091.34,180,104,76
KHI-DXB,Karachi,Dubai,41,Business,119577.09,180,50,130
KHI-ISB,Karachi,Islamabad,41,Business,47757.21,180,87,93
KHI-ISB,Karachi,Islamabad,22,Business,51030.4,180,86,94
KHI-PEW,Karachi,Peshawar,47,Business,50897.68,180,26,154
KHI-LHE,Karachi,Lahore,7,Business,48146.05,180,96,84
KHI-PEW,Karachi,Peshawar,12,Business,49471.06,180,54,126
KHI-ISB,Karachi,Islamabad,23,Business,49610.73,180,88,92
LHE-ISB,Lahore,Islamabad,30,Business,50772.23,180,86,94
KHI-ISB,Karachi,Islamabad,41,Business,49674.01,180,70,110
KHI-ISB,Karachi,Islamabad,12,Business,49750.91,180,39,141
KHI-LHE,Karachi,Lahore,43,Business,48022.37,180,68,112
KHI-LHE,Karachi,Lahore,52,Business,48338.13,180,84,96
KHI-ISB,Karachi,Islamabad,4,Business,51153.12,180,100,80
KHI-DXB,Karachi,Dubai,35,Business,136391.72,180,22,158
KHI-LHE,Karachi,Lahore,38,Business,57807.46,180,74,106
KHI-PEW,Karachi,Peshawar,36,Business,57629.45,180,34,146
LHE-ISB,Lahore,Islamabad,62,Business,57026.55,180,87,93
LHE-ISB,Lahore,Islamabad,8,Business,59755.23,180,90,90
LHE-ISB,Lahore,Islamabad,10,Business,26238.22,180,171,9
KHI-DXB,Karachi,Dubai,54,Business,69107.03,180,125,55
KHI-LHE,Karachi,Lahore,38,Business,26345.22,180,136,44
LHE-ISB,Lahore,Islamabad,30,Business,26489.47,180,163,17
KHI-LHE,Karachi,Lahore,7,Business,26480.44,180,89,91
KHI-PEW,Karachi,Peshawar,7,Business,25818.26,180,174,6
KHI-PEW,Karachi,Peshawar,32,Business,24819.82,180,155,25
LHE-ISB,Lahore,Islamabad,51,Business,25508.02,180,110,70
LHE-ISB,Lahore,Islamabad,6,Business,24834.0,180,93,87
KHI-DXB,Karachi,Dubai,5,Business,72027.11,180,170,10
KHI-PEW,Karachi,Peshawar,8,Business,26342.89,180,95,85
KHI-DXB,Karachi,Dubai,11,Business,73242.53,180,138,42
KHI-LHE,Karachi,Lahore,7,Business,26141.94,180,97,83
KHI-DXB,Karachi,Dubai,14,Business,77321.35,180,136,44
KHI-PEW,Karachi,Peshawar,69,Business,26431.72,180,118,62
KHI-LHE,Karachi,Lahore,10,Business,26792.33,180,94,86
KHI-DXB,Karachi,Dubai,22,Business,74416.34,180,90,90
KHI-DXB,Karachi,Dubai,55,Business,76222.15,180,133,47
KHI-PEW,Karachi,Peshawar,60,Business,28565.24,180,107,73
KHI-LHE,Karachi,Lahore,80,Business,27573.13,180,103,77
KHI-ISB,Karachi,Islamabad,2,Business,27935.0,180,155,25
KHI-PEW,Karachi,Peshawar,5,Business,27638.44,180,114,66
KHI-DXB,Karachi,Dubai,52,Business,78137.41,180,154,26
LHE-ISB,Lahore,Islamabad,28,Business,29003.25,180,146,34
KHI-DXB,Karachi,Dubai,16,Business,75278.3,180,139,41
KHI-LHE,Karachi,Lahore,43,Business,29094.01,180,106,74
KHI-LHE,Karachi,Lahore,40,Business,28787.64,180,135,45
LHE-ISB,Lahore,Islamabad,35,Business,27653.99,180,153,27
KHI-PEW,Karachi,Peshawar,23,Business,28124.95,180,157,23
KHI-LHE,Karachi,Lahore,22,Business,27725.66,180,132,48
KHI-ISB,Karachi,Islamabad,23,Business,27722.27,180,95,85
LHE-ISB,Lahore,Islamabad,23,Business,28295.58,180,163,17
KHI-ISB,Karachi,Islamabad,60,Business,29560.88,180,81,99
LHE-ISB,Lahore,Islamabad,58,Business,29279.22,180,141,39
LHE-ISB,Lahore,Islamabad,49,Business,29462.43,180,95,85
KHI-PEW,Karachi,Peshawar,77,Business,29873.35,180,162,18
LHE-ISB,Lahore,Islamabad,8,Business,29362.09,180,100,80
KHI-LHE,Karachi,Lahore,17,Business,31284.89,180,116,64
KHI-PEW,Karachi,Peshawar,9,Business,30749.21,180,114,66
KHI-PEW,Karachi,Peshawar,17,Business,31575.64,180,97,83
LHE-ISB,Lahore,Islamabad,57,Business,32131.79,180,74,106
KHI-PEW,Karachi,Peshawar,41,Business,29970.03,180,116,64
KHI-LHE,Karachi,Lahore,21,Business,30314.06,180,133,47
KHI-PEW,Karachi,Peshawar,42,Business,32097.45,180,77,103
KHI-DXB,Karachi,Dubai,36,Business,81579.91,180,121,59
KHI-DXB,Karachi,Dubai,71,Business,85328.07,180,133,47
KHI-ISB,Karachi,Islamabad,54,Business,31336.53,180,156,24
KHI-LHE,Karachi,Lahore,36,Business,30694.62,180,105,75
KHI-ISB,Karachi,Islamabad,41,Business,32428.71,180,118,62
KHI-LHE,Karachi,Lahore,59,Business,30465.66,180,148,32
LHE-ISB,Lahore,Islamabad,22,Business,31164.84,180,126,54
KHI-ISB,Karachi,Islamabad,48,Business,31075.64,180,140,40
KHI-PEW,Karachi,Peshawar,13,Business,29999.81,180,86,94
KHI-LHE,Karachi,Lahore,31,Business,30720.5,180,124,56
KHI-DXB,Karachi,Dubai,4,Business,84309.52,180,140,40
LHE-ISB,Lahore,Islamabad,36,Business,31067.91,180,156,24
LHE-ISB,Lahore,Islamabad,15,Business,32406.6,180,98,82
KHI-DXB,Karachi,Dubai,9,Business,90476.3,180,131,49
KHI-PEW,Karachi,Peshawar,43,Business,31526.85,180,71,109
KHI-PEW,Karachi,Peshawar,9,Business,31890.54,180,112,68
KHI-ISB,Karachi,Islamabad,35,Business,34844.73,180,100,80
KHI-DXB,Karachi,Dubai,15,Business,89510.15,180,133,47
KHI-ISB,Karachi,Islamabad,64,Business,32421.11,180,134,46
KHI-ISB,Karachi,Islamabad,63,Business,35772.91,180,139,41
KHI-DXB,Karachi,Dubai,21,Business,103055.67,180,122,58
KHI-ISB,Karachi,Islamabad,15,Business,39808.08,180,124,56
KHI-ISB,Karachi,Islamabad,40,Business,38771.53,180,73,107
KHI-ISB,Karachi,Islamabad,37,Business,39344.8,180,55,125
LHE-ISB,Lahore,Islamabad,12,Business,40446.03,180,93,87
LHE-ISB,Lahore,Islamabad,18,Business,38184.56,180,64,116
KHI-PEW,Karachi,Peshawar,62,Business,42127.64,180,117,63
KHI-PEW,Karachi,Peshawar,42,Business,42999.82,180,57,123
LHE-ISB,Lahore,Islamabad,16,Business,42469.84,180,63,117
LHE-ISB,Lahore,Islamabad,5,Business,42331.54,180,127,53
LHE-ISB,Lahore,Islamabad,72,Business,41572.42,180,118,62
KHI-PEW,Karachi,Peshawar,24,Business,42184.42,180,126,54
LHE-ISB,Lahore,Islamabad,61,Business,40788.71,180,128,52
KHI-ISB,Karachi,Islamabad,42,Business,41568.34,180,74,106
KHI-DXB,Karachi,Dubai,7,Business,109278.12,180,121,59
KHI-DXB,Karachi,Dubai,33,Business,111201.27,180,104,76
KHI-DXB,Karachi,Dubai,51,Business,113997.45,180,97,83
LHE-ISB,Lahore,Islamabad,46,Business,43233.93,180,127,53
KHI-LHE,Karachi,Lahore,54,Business,40903.24,180,68,112
LHE-ISB,Lahore,Islamabad,64,Business,43704.99,180,66,114
KHI-DXB,Karachi,Dubai,84,Business,105609.56,180,55,125
KHI-ISB,Karachi,Islamabad,18,Business,49467.4,180,73,107
KHI-PEW,Karachi,Peshawar,3,Business,50017.05,180,88,92
KHI-LHE,Karachi,Lahore,22,Business,49260.91,180,42,138
KHI-LHE,Karachi,Lahore,23,Business,51040.63,180,109,71
KHI-ISB,Karachi,Islamabad,18,Business,50290.27,180,102,78
KHI-LHE,Karachi,Lahore,78,Business,49685.54,180,67,113
LHE-ISB,Lahore,Islamabad,41,Business,51631.53,180,59,121
KHI-PEW,Karachi,Peshawar,26,Business,49166.1,180,90,90
KHI-PEW,Karachi,Peshawar,25,Business,48867.61,180,79,101
KHI-DXB,Karachi,Dubai,86,Business,129022.53,180,92,88
KHI-PEW,Karachi,Peshawar,16,Business,50221.17,180,79,101
KHI-LHE,Karachi,Lahore,62,Business,48618.11,180,99,81
LHE-ISB,Lahore,Islamabad,43,Business,48880.91,180,56,124
KHI-PEW,Karachi,Peshawar,53,Business,49804.55,180,73,107
KHI-DXB,Karachi,Dubai,19,Business,131183.07,180,48,132
KHI-DXB,Karachi,Dubai,33,Business,123883.67,180,74,106
LHE-ISB,Lahore,Islamabad,50,Business,53789.26,180,33,147
LHE-ISB,Lahore,Islamabad,13,Business,51335.55,180,95,85
KHI-DXB,Karachi,Dubai,9,Business,132736.07,180,33,147
KHI-ISB,Karachi,Islamabad,49,Business,53578.38,180,63,117
KHI-LHE,Karachi,Lahore,26,Business,59913.88,180,55,125
KHI-PEW,Karachi,Peshawar,24,Business,57347.12,180,20,160
KHI-ISB,Karachi,Islamabad,8,Business,58277.37,180,37,143
KHI-PEW,Karachi,Peshawar,71,Business,61116.01,180,23,157
KHI-ISB,Karachi,Islamabad,4,Business,25495.09,180,173,7
KHI-ISB,Karachi,Islamabad,58,Business,25600.41,180,154,26
KHI-PEW,Karachi,Peshawar,34,Business,24781.41,180,139,41
KHI-PEW,Karachi,Peshawar,19,Business,25072.13,180,150,30
KHI-DXB,Karachi,Dubai,65,Business,74311.61,180,155,25
KHI-ISB,Karachi,Islamabad,58,Business,25073.12,180,120,60
KHI-ISB,Karachi,Islamabad,45,Business,26428.19,180,134,46
KHI-ISB,Karachi,Islamabad,31,Business,26324.92,180,101,79
KHI-LHE,Karachi,Lahore,16,Business,26644.84,180,146,34
KHI-ISB,Karachi,Islamabad,39,Business,27939.06,180,162,18
KHI-DXB,Karachi,Dubai,3,Business,74141.98,180,87,93
KHI-LHE,Karachi,Lahore,35,Business,27253.3,180,161,19
KHI-DXB,Karachi,Dubai,78,Business,76490.37,180,141,39
KHI-ISB,Karachi,Islamabad,16,Business,27050.97,180,129,51
KHI-DXB,Karachi,Dubai,41,Business,74286.07,180,168,12
KHI-DXB,Karachi,Dubai,25,Business,78215.52,180,109,71
KHI-LHE,Karachi,Lahore,29,Business,28613.52,180,91,89
KHI-DXB,Karachi,Dubai,62,Business,74486.53,180,134,46
LHE-ISB,Lahore,Islamabad,54,Business,28625.36,180,94,86
KHI-DXB,Karachi,Dubai,0,Business,77274.02,180,144,36
KHI-LHE,Karachi,Lahore,86,Business,28793.75,180,116,64
KHI-PEW,Karachi,Peshawar,36,Business,28184.71,180,161,19
KHI-PEW,Karachi,Peshawar,11,Business,28612.92,180,126,54
KHI-LHE,Karachi,Lahore,11,Business,29587.04,180,134,46
KHI-LHE,Karachi,Lahore,39,Business,27880.56,180,106,74
KHI-LHE,Karachi,Lahore,25,Business,27663.23,180,110,70
KHI-LHE,Karachi,Lahore,34,Business,29438.34,180,99,81
LHE-ISB,Lahore,Islamabad,9,Business,27570.79,180,156,24
KHI-ISB,Karachi,Islamabad,20,Business,28402.61,180,88,92
LHE-ISB,Lahore,Islamabad,49,Business,29443.43,180,128,52
KHI-PEW,Karachi,Peshawar,37,Business,28555.24,180,141,39
LHE-ISB,Lahore,Islamabad,61,Business,29538.44,180,96,84
KHI-DXB,Karachi,Dubai,43,Business,84055.42,180,97,83
KHI-ISB,Karachi,Islamabad,49,Business,29759.74,180,77,103
KHI-ISB,Karachi,Islamabad,16,Business,31580.86,180,106,74
KHI-DXB,Karachi,Dubai,18,Business,85532.12,180,141,39
KHI-DXB,Karachi,Dubai,77,Business,83660.68,180,148,32
KHI-LHE,Karachi,Lahore,5,Business,31716.01,180,152,28
KHI-DXB,Karachi,Dubai,76,Business,83438.35,180,85,95
KHI-PEW,Karachi,Peshawar,45,Business,31922.55,180,76,104
KHI-PEW,Karachi,Peshawar,22,Business,31689.43,180,88,92
KHI-PEW,Karachi,Peshawar,32,Business,30664.47,180,74,106
KHI-PEW,Karachi,Peshawar,54,Business,31433.63,180,128,52
KHI-ISB,Karachi,Islamabad,82,Business,30404.88,180,113,67
KHI-ISB,Karachi,Islamabad,20,Business,31570.06,180,111,69
LHE-ISB,Lahore,Islamabad,47,Business,30833.44,180,121,59
KHI-LHE,Karachi,Lahore,78,Business,31404.94,180,103,77
LHE-ISB,Lahore,Islamabad,21,Business,31265.94,180,133,47
KHI-DXB,Karachi,Dubai,6,Business,85687.57,180,88,92
KHI-ISB,Karachi,Islamabad,24,Business,32269.47,180,139,41
LHE-ISB,Lahore,Islamabad,27,Business,31287.35,180,111,69
LHE-ISB,Lahore,Islamabad,21,Business,32526.84,180,146,34
KHI-LHE,Karachi,Lahore,40,Business,33030.14,180,151,29
KHI-LHE,Karachi,Lahore,18,Business,34342.45,180,135,45
KHI-DXB,Karachi,Dubai,2,Business,91653.05,180,108,72
KHI-DXB,Karachi,Dubai,33,Business,86928.09,180,126,54
KHI-PEW,Karachi,Peshawar,48,Business,33140.18,180,69,111
KHI-PEW,Karachi,Peshawar,4,Business,34082.98,180,81,99
KHI-ISB,Karachi,Islamabad,8,Business,35244.78,180,136,44
KHI-PEW,Karachi,Peshawar,6,Business,36970.35,180,84,96
KHI-LHE,Karachi,Lahore,32,Business,36594.77,180,79,101
KHI-LHE,Karachi,Lahore,50,Business,38173.12,180,122,58
LHE-ISB,Lahore,Islamabad,15,Business,38167.74,180,122,58
KHI-DXB,Karachi,Dubai,23,Business,98649.35,180,79,101
KHI-PEW,Karachi,Peshawar,8,Business,38011.25,180,140,40
KHI-ISB,Karachi,Islamabad,25,Business,40050.99,180,132,48
KHI-PEW,Karachi,Peshawar,29,Business,38043.91,180,56,124
KHI-LHE,Karachi,Lahore,25,Business,37254.57,180,74,106
LHE-ISB,Lahore,Islamabad,36,Business,37838.02,180,99,81
KHI-DXB,Karachi,Dubai,36,Business,103855.81,180,117,63
KHI-PEW,Karachi,Peshawar,55,Business,37882.74,180,127,53
LHE-ISB,Lahore,Islamabad,54,Business,40988.99,180,113,67
KHI-DXB,Karachi,Dubai,62,Business,105968.53,180,72,108
KHI-DXB,Karachi,Dubai,4,Business,106804.53,180,73,107
KHI-LHE,Karachi,Lahore,54,Business,40766.52,180,76,104
KHI-ISB,Karachi,Islamabad,42,Business,40889.22,180,50,130
LHE-ISB,Lahore,Islamabad,2,Business,41810.88,180,73,107
KHI-DXB,Karachi,Dubai,51,Business,111579.95,180,117,63
LHE-ISB,Lahore,Islamabad,17,Business,43249.98,180,48,132
KHI-LHE,Karachi,Lahore,8,Business,41278.91,180,72,108
KHI-PEW,Karachi,Peshawar,20,Business,41463.14,180,127,53
KHI-PEW,Karachi,Peshawar,35,Business,41555.9,180,53,127
KHI-LHE,Karachi,Lahore,39,Business,44073.11,180,96,84
KHI-ISB,Karachi,Islamabad,15,Business,42493.82,180,120,60
KHI-DXB,Karachi,Dubai,5,Business,107138.1,180,46,134
LHE-ISB,Lahore,Islamabad,38,Business,43111.87,180,110,70
KHI-DXB,Karachi,Dubai,65,Business,111788.19,180,106,74
LHE-ISB,Lahore,Islamabad,46,Business,41867.92,180,50,130
KHI-ISB,Karachi,Islamabad,47,Business,41398.54,180,55,125
LHE-ISB,Lahore,Islamabad,53,Business,42513.75,180,133,47
KHI-LHE,Karachi,Lahore,8,Business,48738.9,180,71,109
KHI-PEW,Karachi,Peshawar,58,Business,48409.48,180,63,117
LHE-ISB,Lahore,Islamabad,11,Business,49446.84,180,99,81
KHI-LHE,Karachi,Lahore,11,Business,50920.75,180,83,97
KHI-LHE,Karachi,Lahore,7,Business,51185.32,180,63,117
LHE-ISB,Lahore,Islamabad,51,Business,51425.08,180,106,74
KHI-LHE,Karachi,Lahore,12,Business,51589.42,180,49,131
KHI-DXB,Karachi,Dubai,32,Business,123479.45,180,80,100
KHI-ISB,Karachi,Islamabad,24,Business,52970.97,180,39,141
KHI-ISB,Karachi,Islamabad,22,Business,50634.71,180,38,142
KHI-ISB,Karachi,Islamabad,55,Business,50215.05,180,64,116
KHI-LHE,Karachi,Lahore,41,Business,57627.47,180,59,121
KHI-ISB,Karachi,Islamabad,40,Business,54931.21,180,52,128
KHI-DXB,Karachi,Dubai,10,Business,142380.21,180,20,160
KHI-PEW,Karachi,Peshawar,8,Business,58292.29,180,79,101
KHI-PEW,Karachi,Peshawar,31,Business,57782.85,180,55,125
KHI-PEW,Karachi,Peshawar,58,Business,56401.31,180,41,139
KHI-ISB,Karachi,Islamabad,16,Business,57109.96,180,88,92
KHI-DXB,Karachi,Dubai,28,Business,142867.81,180,29,151
KHI-LHE,Karachi,Lahore,25,Business,24858.63,180,114,66
KHI-LHE,Karachi,Lahore,24,Business,26024.5,180,174,6
KHI-DXB,Karachi,Dubai,47,Business,72319.84,180,108,72
KHI-LHE,Karachi,Lahore,12,Business,26612.09,180,152,28
KHI-ISB,Karachi,Islamabad,1,Business,25560.72,180,125,55
KHI-DXB,Karachi,Dubai,46,Business,73515.53,180,102,78
KHI-PEW,Karachi,Peshawar,11,Business,25074.75,180,143,37
LHE-ISB,Lahore,Islamabad,67,Business,25693.27,180,102,78
KHI-ISB,Karachi,Islamabad,6,Business,25554.69,180,146,34
KHI-PEW,Karachi,Peshawar,27,Business,26805.5,180,161,19
KHI-LHE,Karachi,Lahore,13,Business,26453.51,180,140,40
KHI-ISB,Karachi,Islamabad,35,Business,27021.56,180,128,52
KHI-LHE,Karachi,Lahore,12,Business,27066.51,180,155,25
LHE-ISB,Lahore,Islamabad,79,Business,27462.36,180,137,43
KHI-LHE,Karachi,Lahore,18,Business,27404.39,180,139,41
KHI-LHE,Karachi,Lahore,36,Business,27958.84,180,108,72
KHI-ISB,Karachi,Islamabad,22,Business,26712.05,180,152,28
KHI-LHE,Karachi,Lahore,40,Business,27837.26,180,149,31
KHI-ISB,Karachi,Islamabad,75,Business,28423.34,180,103,77
KHI-DXB,Karachi,Dubai,60,Business,74419.12,180,165,15
KHI-PEW,Karachi,Peshawar,51,Business,28114.34,180,127,53
KHI-PEW,Karachi,Peshawar,26,Business,28656.78,180,87,93
KHI-DXB,Karachi,Dubai,70,Business,78839.45,180,114,66
KHI-LHE,Karachi,Lahore,35,Business,27948.57,180,108,72
KHI-PEW,Karachi,Peshawar,12,Business,28473.77,180,154,26
KHI-ISB,Karachi,Islamabad,12,Business,27614.77,180,158,22
LHE-ISB,Lahore,Islamabad,18,Business,27656.1,180,142,38
LHE-ISB,Lahore,Islamabad,16,Business,29856.51,180,146,34
KHI-ISB,Karachi,Islamabad,50,Business,29297.42,180,154,26
KHI-LHE,Karachi,Lahore,26,Business,30871.51,180,105,75
KHI-DXB,Karachi,Dubai,34,Business,81502.64,180,147,33
LHE-ISB,Lahore,Islamabad,29,Business,30088.22,180,100,80
KHI-ISB,Karachi,Islamabad,28,Business,30308.38,180,144,36
KHI-LHE,Karachi,Lahore,17,Business,31072.12,180,152,28
KHI-ISB,Karachi,Islamabad,2,Business,30396.66,180,110,70
KHI-ISB,Karachi,Islamabad,34,Business,30391.25,180,152,28
KHI-LHE,Karachi,Lahore,72,Business,32266.5,180,124,56
LHE-ISB,Lahore,Islamabad,18,Business,30669.95,180,139,41
KHI-ISB,Karachi,Islamabad,20,Business,32173.53,180,100,80
KHI-PEW,Karachi,Peshawar,5,Business,31490.43,180,141,39
KHI-LHE,Karachi,Lahore,14,Business,32252.46,180,137,43
KHI-DXB,Karachi,Dubai,32,Business,84994.81,180,88,92
KHI-ISB,Karachi,Islamabad,14,Business,31077.24,180,162,18
KHI-PEW,Karachi,Peshawar,35,Business,31902.06,180,131,49
KHI-ISB,Karachi,Islamabad,53,Business,30211.67,180,103,77
KHI-ISB,Karachi,Islamabad,38,Business,32115.82,180,81,99
LHE-ISB,Lahore,Islamabad,20,Business,32028.6,180,148,32
KHI-DXB,Karachi,Dubai,16,Business,86824.1,180,150,30
KHI-PEW,Karachi,Peshawar,33,Business,32213.02,180,108,72
LHE-ISB,Lahore,Islamabad,50,Business,31020.25,180,140,40
KHI-PEW,Karachi,Peshawar,3,Business,31328.5,180,95,85
KHI-ISB,Karachi,Islamabad,21,Business,30451.01,180,133,47
KHI-PEW,Karachi,Peshawar,7,Business,30933.31,180,128,52
